video_id,channel_id,channel_title,title,description,published_at,category_id,tags,view_count,like_count,comment_count,duration,definition,caption,video_age_days,duration_seconds,is_short,collection_min_age_days,collection_max_age_days,channel_subscriber_count,channel_total_view_count,channel_video_count,channel_published_at,channel_country,query_used,data_extracted_at
GOhMh__Z4xI,UCy5znSnfMsDwaLlROnZ7Qbg,Dot CSV,¿Puede la IA Generar NUEVO CONOCIMIENTO CIENTÍFICO?,"Descubrir nuevas matemáticas, impulsar la física, acelerar la ciencia... Ese es el sueño que nos han prometido con la IA y ahora en 2026 podríamos estar más cerca que nunca de contar con modelos capaces de generar nuevo conocimiento científico. Hoy analizamos los últimos avances.

🔰 Este es un contenido promovido por el Programa de apoyo a la divulgación científica de Cuatroochenta480 https://cuatroochenta.com/programa-de-apoyo-a-la-divulgacion-cientifica/ 🔰

👉 FrontierMath : Open Problems
https://epoch.ai/frontiermath/open-problems/

👉 GPT 5.2 resultado en física teórica
https://openai.com/es-ES/index/new-result-theoretical-physics/

👉 Claude's cycle
https://www-cs-faculty.stanford.edu/~knuth/papers/claude-cycles.pdf

👉 Autoresearch Andrej Karpathy
https://github.com/karpathy/autoresearch

--- ¡MÁS DOTCSV! ----

📣  DotCSV Lab - ¡Canal Secundario!
https://www.youtube.com/c/notcsv
💸 Patreon : https://www.patreon.com/dotcsv
👓 Facebook : https://www.facebook.com/AI.dotCSV/
👾 Twitch!!! : https://www.twitch.tv/dotcsv
🐥 Twitter : https://twitter.com/dotCSV
📸 Instagram : https://www.instagram.com/dotcsv/",2026-04-06T15:19:54Z,28,"['dotcsv', 'machine learning', 'inteligencia artificial', 'deep learning', 'informática', 'programación', 'dot csv', 'csv', 'carlos santana vega', 'carlos santana', 'dot', 'el gran bucle', 'andrej karpathy', 'autoresearch', 'AGI']",166534,9890,495,PT17M42S,hd,false,39,1062,False,0,45,913000,55427580,232,2017-02-18T15:42:18Z,ES,Dot CSV,2026-05-15T16:26:56.290627+00:00
nY9pYrZL70E,UCbdSYaPD-lr1kW27UJuk8Pw,QuantumFracture,¿Nos Pueden Ver los Aliens?,"🧠 Aprende gratis en Brilliant durante 30 días: https://brilliant.org/QuantumFracture/ . También obtendrás un 20% de descuento en la suscripción Premium anual

¿Podría ser que los aliens nos estén viendo a nosotros? ¿Qué sepan que estamos aquí? Hay que analizar cómo de “escandalosos” somos. ¿Pasamos desapercibidos en nuestro entorno galáctico o somos como ese vecino fiestero al que oye todo el mundo? ¿Cómo de expuestos estamos?

⚛️No te pierdas ningún vídeo: solo tienes que... SUSCRIBIRTE, ¡es GRATIS!: https://www.youtube.com/user/QuantumFracture
🐦¡Sígueme en TWITTER! https://twitter.com/QuantumFracture
📘¡Y también en FACEBOOK! https://www.facebook.com/QuantumFracture
📱¡Ahora en TikTok! https://www.tiktok.com/@thequantumfracture 
📸¡Y (sí, como no) también en INSTAGRAM! https://instagram.com/quantumfracture/
🌐¡Nuestra nueva web!  https://quantumfracture.es/

✊¡HAZTE MIEMBRO DE QF! https://www.youtube.com/user/QuantumFracture/join 

👕¡Las CAMISETAS DE QUANTUMFRACTURE!
https://www.quantumfracture.es/#shop

Referencias y bibliografía aquí: https://drive.google.com/file/d/1J0-E-FPaK7Qjg5_FnBqO8lMA9x6axSly/view?usp=sharing",2026-05-14T19:25:33Z,28,"['aliens', 'extraterrestres', 'vida extraterrestre', 'civilizaciones alienígenas', 'SETI', 'paradoja de Fermi', 'bosque oscuro', 'exoplanetas', 'planetas habitables', 'zona habitable', 'tecnofirmas', 'biofirmas', 'señales de radio', 'radar planetario', 'Arecibo', 'tránsito planetario', 'imagen directa', 'búsqueda de vida', 'astronomía', 'comunicación interestelar', 'señales extraterrestres', 'documental espacio', 'ciencia en español', 'divulgación científica', 'documental', 'divulgación', 'animación', 'quantum', 'fracture', 'quantumfracture', 'crespo']",131112,9849,474,PT18M58S,hd,false,0,1138,False,0,45,4000000,690695654,591,2012-08-22T14:53:42Z,ES,QuantumFracture,2026-05-15T16:26:57.280949+00:00
jRLXiOUYpqE,UCbdSYaPD-lr1kW27UJuk8Pw,QuantumFracture,Los Microondas Podrían Calentar Más... Pero Sería Ilegal,"... y tampoco serviría de mucho.

⚛️No te pierdas ningún video: solo tienes que... SUSCRIBIRTE, ¡es GRATIS!: https://www.youtube.com/user/QuantumFracture?sub_confirmation=1
🐦¡Sígueme en TWITTER! https://twitter.com/QuantumFracture
📘¡Y también en FACEBOOK! https://www.facebook.com/QuantumFracture
📸¡Y (sí, como no) también en INSTAGRAM! https://instagram.com/quantumfracture/

Las animaciones aquí mostradas no pretenden ser precisas, sino mostrar aspectos cualitativos. Tienen propósitos educativos.",2026-05-05T13:01:20Z,28,[],505191,28657,353,PT1M29S,hd,false,10,89,True,0,45,4000000,690695654,591,2012-08-22T14:53:42Z,ES,QuantumFracture,2026-05-15T16:26:57.280987+00:00
1PIbKMyFMAY,UCbdSYaPD-lr1kW27UJuk8Pw,QuantumFracture,¿Existen Fisuras en el Universo?,"¡PREPLY! Consigue un 50% de descuento en tu primera clase con el código: QUANTUM50 o pulsando aquí: http://preply.sjv.io/R0Gy99

¡Puede que el universo esté roto! Que presente fisuras formadas en sus primeros instantes. Cicatrices del cosmos primitivo. Algunas atravesarían el universo observable de punta a punta. Otras podrían formar bucles cerrados más pequeños. ¿Qué son? ¿por qué pensamos que pueden existir? 

⚛️No te pierdas ningún vídeo: solo tienes que... SUSCRIBIRTE, ¡es GRATIS!: https://www.youtube.com/user/QuantumFracture
🐦¡Sígueme en TWITTER! https://twitter.com/QuantumFracture
📘¡Y también en FACEBOOK! https://www.facebook.com/QuantumFracture
📱¡Ahora en TikTok! https://www.tiktok.com/@thequantumfracture 
📸¡Y (sí, como no) también en INSTAGRAM! https://instagram.com/quantumfracture/
🌐¡Nuestra nueva web!  https://quantumfracture.es/

✊¡HAZTE MIEMBRO DE QF! https://www.youtube.com/user/QuantumFracture/join 

👕¡Las CAMISETAS DE QUANTUMFRACTURE!
https://www.quantumfracture.es/#shop

Referencias y bibliografía aquí: https://drive.google.com/file/d/1KoE7-_eyq3O34VJTdHRevvFFG7Pepb2j/view?usp=sharing

Las animaciones aquí mostradas no pretenden ser precisas, sino mostrar aspectos cualitativos. Tienen propósitos educativos.",2026-04-30T18:00:01Z,28,"['cuerdas cósmicas', 'universo primitivo', 'cosmología', 'fisuras del universo', 'defectos topológicos', 'inflación cósmica', 'estructura del universo', 'física teórica', 'relatividad', 'energía del vacío', 'origen del universo', 'cosmología moderna', 'universo observable', 'astrofísica', 'exploración espacial', 'curiosidades del espacio', 'documental espacio', 'ciencia en español', 'divulgación científica', 'documental', 'ciencia', 'divulgación', 'animación', 'quantum', 'fracture', 'quantumfracture', 'crespo']",207477,12491,370,PT18M34S,hd,false,14,1114,False,0,45,4000000,690695654,591,2012-08-22T14:53:42Z,ES,QuantumFracture,2026-05-15T16:26:57.281005+00:00
rfnB9MhBI44,UCbdSYaPD-lr1kW27UJuk8Pw,QuantumFracture,Se Cumplen 40 años del Accidente de Chernobyl,Estreno el día 25 a las 16:00 en National Geographic. https://youtu.be/1lEoxNr6-Kg,2026-04-24T13:10:46Z,28,[],184073,12813,248,PT1M12S,hd,false,21,72,True,0,45,4000000,690695654,591,2012-08-22T14:53:42Z,ES,QuantumFracture,2026-05-15T16:26:57.281016+00:00
DEmInfdiMFc,UCbdSYaPD-lr1kW27UJuk8Pw,QuantumFracture,Te Podrías Perder el Eclipse de 2026. Pero Tengo la Solución:,"Las sombras por aquí:
https://visualizadores.ign.es/eclipses/2026

⚛️No te pierdas ningún video: solo tienes que... SUSCRIBIRTE, ¡es GRATIS!: https://www.youtube.com/user/QuantumFracture?sub_confirmation=1
🐦¡Sígueme en TWITTER! https://twitter.com/QuantumFracture
📘¡Y también en FACEBOOK! https://www.facebook.com/QuantumFracture
📸¡Y (sí, como no) también en INSTAGRAM! https://instagram.com/quantumfracture/

Las animaciones aquí mostradas no pretenden ser precisas, sino mostrar aspectos cualitativos. Tienen propósitos educativos.",2026-04-20T14:07:43Z,28,[],354571,19000,301,PT1M28S,hd,false,25,88,True,0,45,4000000,690695654,591,2012-08-22T14:53:42Z,ES,QuantumFracture,2026-05-15T16:26:57.281027+00:00
6uC_0NVxI2o,UCbdSYaPD-lr1kW27UJuk8Pw,QuantumFracture,Todas las Galaxias Van Hacia Aquí:,"🧠 Aprende gratis en Brilliant durante 30 días: https://brilliant.org/QuantumFracture/ . También obtendrás un 20% de descuento en la suscripción Premium anual

Las galaxias que nos rodean parecen estar acercándose más y más a un punto misterioso. Nosotros mismos nos estaríamos dirigiendo hacia allí. Es el “Gran Atractor”. Pero ¿qué hay en ese lugar? ¿Por qué nos atrae? ¿Nos encaminamos hacia una enorme colisión con otras cien mil galaxias? 

⚛️No te pierdas ningún vídeo: solo tienes que... SUSCRIBIRTE, ¡es GRATIS!: https://www.youtube.com/user/QuantumFracture
🐦¡Sígueme en TWITTER! https://twitter.com/QuantumFracture
📘¡Y también en FACEBOOK! https://www.facebook.com/QuantumFracture
📱¡Ahora en TikTok! https://www.tiktok.com/@thequantumfracture 
📸¡Y (sí, como no) también en INSTAGRAM! https://instagram.com/quantumfracture/
🌐¡Nuestra nueva web!  https://quantumfracture.es/

✊¡HAZTE MIEMBRO DE QF! https://www.youtube.com/user/QuantumFracture/join 

👕¡Las CAMISETAS DE QUANTUMFRACTURE!
https://www.quantumfracture.es/#shop

Referencias y bibliografía aquí: https://drive.google.com/file/d/1wILuWFh28_x4wHyVPDbS-0y7dLUpS5JD/view?usp=sharing

Este video fue patrocinado por Brilliant",2026-04-16T18:00:13Z,28,"['Gran Atractor', 'universo', 'galaxias', 'astronomía', 'espacio', 'cosmología', 'atracción gravitatoria', 'Laniakea', 'supercúmulo', 'misterio del universo', 'ciencia', 'divulgación científica', 'estructura del universo', 'movimiento de galaxias', 'Vía Láctea', 'destino del universo', 'agujeros negros', 'materia oscura', 'energía oscura', 'astrofísica', 'exploración espacial', 'curiosidades del espacio', 'documental espacio', 'ciencia en español', 'documental', 'divulgación', 'animación', 'quantum', 'fracture', 'quantumfracture', 'crespo']",306813,15322,398,PT14M19S,hd,false,28,859,False,0,45,4000000,690695654,591,2012-08-22T14:53:42Z,ES,QuantumFracture,2026-05-15T16:26:57.281038+00:00
fEaBoPSZd9o,UCbdSYaPD-lr1kW27UJuk8Pw,QuantumFracture,El Sencillo Problema con el que Estallará tu Cabeza (y su Solución),"pero ¿el café es de especialidad?

⚛️No te pierdas ningún video: solo tienes que... SUSCRIBIRTE, ¡es GRATIS!: https://www.youtube.com/user/QuantumFracture?sub_confirmation=1
🐦¡Sígueme en TWITTER! https://twitter.com/QuantumFracture
📘¡Y también en FACEBOOK! https://www.facebook.com/QuantumFracture
📸¡Y (sí, como no) también en INSTAGRAM! https://instagram.com/quantumfracture/

Las animaciones aquí mostradas no pretenden ser precisas, sino mostrar aspectos cualitativos. Tienen propósitos educativos.",2026-04-16T13:01:22Z,28,[],1552750,87729,1648,PT2M1S,hd,false,29,121,True,0,45,4000000,690695654,591,2012-08-22T14:53:42Z,ES,QuantumFracture,2026-05-15T16:26:57.281049+00:00
RPKUleg8Zi0,UCbdSYaPD-lr1kW27UJuk8Pw,QuantumFracture,La Prueba Matemática de que... ¿Dios Puede Crear el Mundo de la Nada?,"Visita la cuenta de nuestro amigos del ICMAT:
https://www.youtube.com/@culturamatematicaicmat

⚛️No te pierdas ningún video: solo tienes que... SUSCRIBIRTE, ¡es GRATIS!: https://www.youtube.com/user/QuantumFracture?sub_confirmation=1
🐦¡Sígueme en TWITTER! https://twitter.com/QuantumFracture
📘¡Y también en FACEBOOK! https://www.facebook.com/QuantumFracture
📸¡Y (sí, como no) también en INSTAGRAM! https://instagram.com/quantumfracture/

Las animaciones aquí mostradas no pretenden ser precisas, sino mostrar aspectos cualitativos. Tienen propósitos educativos.",2026-04-14T12:47:24Z,28,[],1395296,108507,1393,PT2M3S,hd,false,31,123,True,0,45,4000000,690695654,591,2012-08-22T14:53:42Z,ES,QuantumFracture,2026-05-15T16:26:57.281060+00:00
zbLEaawfbZ4,UCbdSYaPD-lr1kW27UJuk8Pw,QuantumFracture,El James Webb Detectó Estos Puntos Rojos... ¿Qué Son?,,2026-04-07T13:02:01Z,28,[],168034,10447,108,PT1M5S,hd,false,38,65,True,0,45,4000000,690695654,591,2012-08-22T14:53:42Z,ES,QuantumFracture,2026-05-15T16:26:57.281069+00:00
