video_id,channel_id,channel_title,title,description,published_at,category_id,tags,view_count,like_count,comment_count,duration,definition,caption,video_age_days,duration_seconds,is_short,collection_min_age_days,collection_max_age_days,channel_subscriber_count,channel_total_view_count,channel_video_count,channel_published_at,channel_country,query_used,data_extracted_at
xSUmJ3pPkR8,UCqJ5zFEED1hWs0KNQCQuYdQ,Mikecrack,¡ESCONDITE EXTREMO de OBJETOS en ROBLOX!  😂🧸 MIKECRACK en Roblox #55,"Hoy nos convertimos en objetos para jugar a un escondite extremo con mis amigos en roblox!!
Consigue tus entradas para el Canarias Manga Festival aquí:
🎟️ https://canariasmangafestival.com/

💎💎 REDES SOCIALES 💎💎
📷 Instagram: https://bit.ly/3q1UB1D
🎵 TikTok: https://bit.ly/3QleqeS
❌ X: https://bit.ly/3q1UGSZ
👾 Discord: https://bit.ly/3Yf1OYF

📖📖 MIS LIBROS 📖📖
📘 Las Perrerías de Mike: https://bit.ly/3rOrLlK
📕 Saga Los Compas: https://bit.ly/3OadUOh
📚 Otros libros: https://bit.ly/3KiYJ48

🎮🎮 JUEGOS Y APPS 🎮🎮
🧱 BlockyCraft Mikcrack: https://bit.ly/450tVA5
⛏ Mikecrack Miner: https://bit.ly/3KloMI2

🛒👕 TIENDA OFICIAL DE MIKECRACK 🧸🛒
🇪🇸 https://mikecrack.shop/es
🇲🇽 https://bit.ly/4mMlBde
🌎 https://bit.ly/4cJQMS9

⚡⚡ CAMPAMENTOS de MIKECRACK ⚡⚡
⛺Inscripciones: https://www.campamentosmikecrack.com/

📢📢 CONTACT 📢📢
💼 Business: business@diamantitos.com
✉️ Fans: mikies@diamantitos.com
📄 Web: https://www.mikecrack.com/


⏰⏰ TIEMPOS ⏰⏰
0:00 Intro
0:44 El escondite de la paja
3:27 La habitación secreta del Hospital
7:12 Los Campamentos de Mikecrack
12:53 Me convierto en tumba
15:50 La Mansión de Millonario
18:55 Hacemos un restaurante
21:56 Noche en el Museo 7w7
24:08 Trolleamos en el Supermercado
26:37 El secreto del baño
29:39 Ronda especial

🔻MÚSICA:
●  Intro: Different Heaven - Far Away
● Outro: Chocolate con Almendras
● Music from Epidemic Sounds http://www.epidemicsound.com/
● Bensound: http://www.bensound.com/royalty-free-music
● Kevin MacLeod (incompetech.com) Licensed under Creative Commons: By Attribution 3.0 http://creativecommons.org/licenses/by/3.0/",2026-05-27T21:12:47Z,20,"['mikecrack', 'mike crack', 'mikecrak', 'mike', 'minecraft', 'roblox', 'escondite', 'los compas', 'compas', 'los compas en roblox', 'escondite extremo', 'escondite 1 pixel', 'escondite roblox', 'acenix', 'invictor', 'timba vk', 'LOS VECINOS', 'VECINOS', 'escondite de objetos', 'prop hunt', 'mikecrack escondite', 'escondite objetos', 'escondite mikecrack']",531397,14243,1672,PT32M11S,hd,false,6,1931,False,6,30,58400000,21831508216,2242,2015-07-13T21:16:29Z,ES,Mikecrack,2026-06-03T13:52:13.615299+00:00
UdGyfS9mgfs,UCcjIvuxmWlS5IEQ0JdPV4Ng,Rubius Z,"ENCONTRÉ AL ""KRAKEN"" 💀 (Subnautica 2, Episodio 3)","Like si este juego no es de terror... pero lo parece

Streams: https://www.twitch.tv/Rubius
Mi Tienda: https://madkat.net
Discord: https://discord.gg/rubius",2026-05-26T16:01:03Z,20,"['elrubius', 'rubius', 'subnautica', 'terror', 'horror', 'subnautica 2', 'mar', 'oceano', 'talasofobia', 'leviatan', 'criaturas', 'survival', 'nuevo', 'meme', 'memes', 'serie', 'risas', 'casa', 'capitulo 3', 'episodio 3', 'Void Leviathan', 'leviathan', 'Submarino', 'exploracion', 'oscuridad', 'base', 'nave', 'submarino', 'rubius subnautica']",1212695,67206,963,PT27M21S,hd,false,7,1641,False,6,30,14400000,3527340422,972,2006-04-03T17:21:00Z,ES,elrubiusOMG,2026-06-03T13:52:14.316678+00:00
lqmPu3x6mcI,UCam8T03EOFBsNdR0thrFHdQ,VEGETTA777,LEGO BATMAN: Aparece CATWOMAN! #3,"🔥 Juegos -70% DTO:  https://ene.ba/Vegetta
🔥 Colección Exclusiva de Vegetta777: https://ene.ba/Vegetta-Top-List

⭐️ MI TIENDA⭐️ https://vegetta777.shop/ 

💜 Puedes encontrarme también en Twitch💜: https://www.twitch.tv/vegetta777

🍌 Codigo creador Fortnite - VEGETTA777 🍌

🦄 Hazte miembro del canal aquí 🦄 - https://www.youtube.com/user/vegetta777/join

💜 Unete a mi Discord aquí 💜 https://discord.gg/vegetta777

____________________________

INFORMACIÓN DEL CANAL : 
____________________________

Soy Samuel De Luque y básicamente lo que hago en mi canal es hacer de mi afición, los videojuegos, un modo de entretenimiento para todo el mundo. No soy el mejor jugador, ni el que mejor comenta, ni el que mejor edita, pero espero que aun así disfrutes a mi lado y junto a los amigos que me acompañan día a día haciendo vídeos. Un fuerte abrazo. Os quiero. 💜
__________________

REDES SOCIALES : 
__________________


- INSTAGRAM VEGETTA777 
 http://goo.gl/m33DQo

- TWITCH VEGETTA777
http://goo.gl/V8MZfM

- TWITTER VEGETTA777: 
http://goo.gl/s0ScyN

- FACEBOOK (PAGINA):
http://goo.gl/Gfj14j

- GOOGLE+: 
http://goo.gl/oXY9jZ

___________________________________

CONTACTO EXCLUSIVO BUSINESS : 
___________________________________

vegetta777@vizz-agency.com

#legobatman  #vegetta777  #lego",2026-05-27T17:22:39Z,20,"['lego batman', 'LEGO BATMAN', 'gameplay lego batman', 'lego batman vegetta777 capitulo', 'lego batman vegetta777 serie', 'lego batman gameplay vegetta777', 'lego batman partida vegetta777', 'lego batman vegetta', 'vegetta777 lego batman', 'lego batman gameplay español', 'lego batman dc comics', 'lego batman superheroes', 'lego batman aventura', 'lego batman cooperativo', 'jugando lego batman vegetta777', 'partida lego batman', 'lego batman gotham', 'lego batman divertido']",164808,9385,84,PT2H57M53S,hd,false,6,10673,False,6,30,34700000,16390099832,8847,2008-03-02T19:25:21Z,,VEGETTA777,2026-06-03T13:52:15.149224+00:00
zIFOvGz0hBA,UCam8T03EOFBsNdR0thrFHdQ,VEGETTA777,007 First Light ¿Merece la PENA? #1,"🔥 Juegos -70% DTO:  https://ene.ba/Vegetta
🔥 Colección Exclusiva de Vegetta777: https://ene.ba/Vegetta-Top-List

⭐️ MI TIENDA⭐️ https://vegetta777.shop/ 

💜 Puedes encontrarme también en Twitch💜: https://www.twitch.tv/vegetta777

🍌 Codigo creador Fortnite - VEGETTA777 🍌

🦄 Hazte miembro del canal aquí 🦄 - https://www.youtube.com/user/vegetta777/join

💜 Unete a mi Discord aquí 💜 https://discord.gg/vegetta777

____________________________

INFORMACIÓN DEL CANAL : 
____________________________

Soy Samuel De Luque y básicamente lo que hago en mi canal es hacer de mi afición, los videojuegos, un modo de entretenimiento para todo el mundo. No soy el mejor jugador, ni el que mejor comenta, ni el que mejor edita, pero espero que aun así disfrutes a mi lado y junto a los amigos que me acompañan día a día haciendo vídeos. Un fuerte abrazo. Os quiero. 💜
__________________

REDES SOCIALES : 
__________________


- INSTAGRAM VEGETTA777 
 http://goo.gl/m33DQo

- TWITCH VEGETTA777
http://goo.gl/V8MZfM

- TWITTER VEGETTA777: 
http://goo.gl/s0ScyN

- FACEBOOK (PAGINA):
http://goo.gl/Gfj14j

- GOOGLE+: 
http://goo.gl/oXY9jZ

___________________________________

CONTACTO EXCLUSIVO BUSINESS : 
___________________________________

vegetta777@vizz-agency.com

#007 #vegetta777 #007firstlight",2026-05-26T18:39:15Z,20,"['007 First Light', '007 vegetta777', 'gameplay 0007 first light', 'vegetta777 007', 'gameplay 007', '007 first light vegetta777', '007 first light vegetta777 capitulo', '007 first light vegetta777 serie', '007 first light gameplay vegetta777', '007 first light partida vegetta777', '007 first light vegetta', 'vegetta777 007 first light', '007 first light gameplay español', '007 first light james bond', '007 first light espias', '007 first light accion', '007 first light sigilo']",447745,18704,307,PT3H38M10S,hd,false,7,13090,False,6,30,34700000,16390099832,8847,2008-03-02T19:25:21Z,,VEGETTA777,2026-06-03T13:52:15.149248+00:00
RSjhKnppox4,UCKEiTu4t6o2Y9hnqOS-GUgw,Chuster,AHORA VEO el FUTURO de las PERSONAS con mi SUPERPODER!,"Se Me INFECTA el OJO en la PISCINA TOXICA de CASA!Mis PRIMOS los POCHOS me han SACADO un OJO!Se Me ha INFECTADO el OJO en la PISCINA TOXICA!ENCUENTRO un PELO en la ROPA de POCHITO!CHUSTER PUEDE LEER la MENTE de las PERSONAS!AHORA VEO el FUTURO de las PERSONAS con mi SUPERPODER!

Instagram: Chuster_yt
Tiktok: Chustertv

Conviértete en miembro del canal para increibles ventajas!
https://www.youtube.com/channel/UCKEiTu4t6o2Y9hnqOS-GUgw/join

Business📧: hugofdezgomez@gmail.com",2026-05-27T22:27:24Z,24,"['plex', 'yosoyplex', 'divertido', 'reto', 'challenge', 'chuster', 'albertisment', 'amigo', 'amigos', 'alextis', 'gracioso', 'historia', 'aguanta', 'broma', 'bromas', 'mejor', 'cree', 'no', 'globo', 'durmiendo', 'barbacoa', 'mama', 'madre', 'coche', 'roto', 'rompo', 'cristal', 'ventana', 'ventanilla', 'martillo', 'paraguas', 'Mama', 'Madre', 'Broma', 'Engaño', 'pocho', 'pochos', 'engaño', 'engaños', 'siempre', 'primos', 'pueblo', 'pochito', 'ojo', 'ojos', 'sueño', 'realidad', 'Primos', 'Pueblo', 'Pochote', 'Ojo', 'Sacado', 'Infectado', 'Piscina', 'Toxica', 'Encuentro', 'Pelo', 'crush', 'Chuster', 'Puede', 'Leer', 'Mente', 'Personas', 'veo', 'futuro', 'poder']",118515,2393,14,PT1M23S,hd,false,6,83,True,6,30,29800000,10506324825,3961,2015-08-30T23:31:46Z,ES,Chuster,2026-06-03T13:52:18.118134+00:00
XbL25AiP5eg,UCKEiTu4t6o2Y9hnqOS-GUgw,Chuster,Me COMPRO una CASA INTELIGENTE de MILLONARIO!,"Se Me INFECTA el OJO en la PISCINA TOXICA de CASA!Mis PRIMOS los POCHOS me han SACADO un OJO!Se Me ha INFECTADO el OJO en la PISCINA TOXICA!ENCUENTRO un PELO en la ROPA de POCHITO!ENCUENTRO el PELO de mi CRUSH por TODA la CASA...!
Me COMPRO una CASA INTELIGENTE de MILLONARIO!

Instagram: Chuster_yt
Tiktok: Chustertv

Conviértete en miembro del canal para increibles ventajas!
https://www.youtube.com/channel/UCKEiTu4t6o2Y9hnqOS-GUgw/join

Business📧: hugofdezgomez@gmail.com",2026-05-27T19:49:27Z,24,"['plex', 'yosoyplex', 'divertido', 'reto', 'challenge', 'chuster', 'albertisment', 'amigo', 'amigos', 'alextis', 'gracioso', 'historia', 'aguanta', 'broma', 'bromas', 'mejor', 'cree', 'no', 'globo', 'durmiendo', 'barbacoa', 'mama', 'madre', 'coche', 'roto', 'rompo', 'cristal', 'ventana', 'ventanilla', 'martillo', 'paraguas', 'Mama', 'Madre', 'Broma', 'Engaño', 'pocho', 'pochos', 'engaño', 'engaños', 'siempre', 'primos', 'pueblo', 'pochito', 'ojo', 'ojos', 'sueño', 'Primos', 'Piscina', 'Toxica', 'Encuentro', 'Pelo', 'crush', 'pelo', 'casa', 'toda', 'compro', 'inteligente', 'millonario']",3260970,41229,56,PT1M7S,hd,false,6,67,True,6,30,29800000,10506324825,3961,2015-08-30T23:31:46Z,ES,Chuster,2026-06-03T13:52:18.118156+00:00
iX4WdEjK0oY,UCKEiTu4t6o2Y9hnqOS-GUgw,Chuster,PUEDO LEER la MENTE de las TODO el MUNDO!,"Se Me INFECTA el OJO en la PISCINA TOXICA de CASA!Mis PRIMOS los POCHOS me han SACADO un OJO!Se Me ha INFECTADO el OJO en la PISCINA TOXICA!ENCUENTRO un PELO en la ROPPUEDO LEER la MENTE de las TODO el MUNDO!A de POCHITO!CHUSTER PUEDE LEER la MENTE de las PERSONAS!

Instagram: Chuster_yt
Tiktok: Chustertv

Conviértete en miembro del canal para increibles ventajas!
https://www.youtube.com/channel/UCKEiTu4t6o2Y9hnqOS-GUgw/join

Business📧: hugofdezgomez@gmail.com",2026-05-27T18:22:09Z,24,"['plex', 'yosoyplex', 'divertido', 'reto', 'challenge', 'chuster', 'albertisment', 'amigo', 'amigos', 'alextis', 'gracioso', 'historia', 'aguanta', 'broma', 'bromas', 'mejor', 'cree', 'no', 'globo', 'durmiendo', 'barbacoa', 'mama', 'madre', 'coche', 'roto', 'rompo', 'cristal', 'ventana', 'ventanilla', 'martillo', 'paraguas', 'Mama', 'Madre', 'Broma', 'Engaño', 'pocho', 'pochos', 'engaño', 'engaños', 'siempre', 'primos', 'pueblo', 'pochito', 'ojo', 'ojos', 'sueño', 'realidad', 'Primos', 'Pueblo', 'Primos del pueblo', 'Pocho', 'Pochos', 'Pochito', 'Pochote', 'Piscina', 'Toxica', 'Encuentro', 'Pelo', 'crush', 'Chuster', 'Puede', 'Leer', 'Mente', 'Personas', 'mundo', 'todo', 'puedo']",129381,1368,11,PT44S,hd,false,6,44,True,6,30,29800000,10506324825,3961,2015-08-30T23:31:46Z,ES,Chuster,2026-06-03T13:52:18.118164+00:00
h4wUUEdDcRw,UCKEiTu4t6o2Y9hnqOS-GUgw,Chuster,Mi MAMA me OBLIGA a LIMPIAR la CASA!,"Mi MAMÁ tiene la CONTRASEÑA del WIFI! Pero antes tengo que fregar los platos, limpiar la arena del gato sacar la basura y hacer los deberes!Mi MAMA me OBLIGA a LIMPIAR la CASA!

Instagram: Chuster_yt
Tiktok: Chustertv

🔥Conviértete en miembro del canal para increibles ventajas!🔥
https://www.youtube.com/channel/UCKEiTu4t6o2Y9hnqOS-GUgw/join

Business📧: chuster@teamyoufirst.com",2026-05-26T21:12:55Z,24,"['divertido', 'imagenes', 'reto', 'challenge', 'chuster', 'albertisment', 'amigo', 'amigos', 'alextis', 'engañar', 'gracioso', 'videos para niños', 'plex', 'yosoyplex', 'engaño', 'truco', 'lifehack', 'lifehacks', 'mama', 'madre', 'mamá', 'rebaña', 'wifi', 'contraseña', 'contraseña del wifi', 'Mama', 'Madre', 'Casa', 'Limpia', 'Limpiar']",96263,1237,13,PT41S,hd,false,7,41,True,6,30,29800000,10506324825,3961,2015-08-30T23:31:46Z,ES,Chuster,2026-06-03T13:52:18.118172+00:00
OeWoeuN--2s,UCKEiTu4t6o2Y9hnqOS-GUgw,Chuster,Mi CRUSH LANZA mis COSAS por la TERRAZA!,"Se Me INFECTA el OJO en la PISCINA TOXICA de CASA!Mis PRIMOS los POCHOS me han SACADO un OJO!Se Me ha INFECTADO el OJO en la PISCINA TOXICA!ENCUENTRO un PELO en la ROPA de POCHITO!Mi CRUSH me TIRA mis COSAS por la VENTANA!Mi CRUSH LANZA mis COSAS por la TERRAZA!

Instagram: Chuster_yt
Tiktok: Chustertv

Conviértete en miembro del canal para increibles ventajas!
https://www.youtube.com/channel/UCKEiTu4t6o2Y9hnqOS-GUgw/join

Business📧: hugofdezgomez@gmail.com",2026-05-26T20:28:31Z,24,"['plex', 'yosoyplex', 'divertido', 'reto', 'challenge', 'chuster', 'albertisment', 'amigo', 'amigos', 'alextis', 'gracioso', 'historia', 'aguanta', 'broma', 'bromas', 'mejor', 'cree', 'no', 'globo', 'durmiendo', 'barbacoa', 'mama', 'madre', 'coche', 'roto', 'rompo', 'cristal', 'ventana', 'ventanilla', 'martillo', 'paraguas', 'Mama', 'Madre', 'Broma', 'Engaño', 'pocho', 'pochos', 'engaño', 'engaños', 'siempre', 'primos', 'pueblo', 'pochito', 'ojo', 'ojos', 'sueño', 'realidad', 'Primos', 'Pueblo', 'Primos del pueblo', 'Pocho', 'Pochos', 'Pochito', 'Pochote', 'Ojo', 'Sacado', 'Infectado', 'Piscina', 'Toxica', 'Encuentro', 'Pelo', 'crush', 'tira', 'lanza', 'terraza']",197358,2434,7,PT37S,hd,false,7,37,True,6,30,29800000,10506324825,3961,2015-08-30T23:31:46Z,ES,Chuster,2026-06-03T13:52:18.118179+00:00
7rTASmDUy98,UCKEiTu4t6o2Y9hnqOS-GUgw,Chuster,INTENTAMOS CONQUISTAR A la CHICA mas GUAPA!,"Se Me INFECTA el OJO en la PISCINA TOXICA de CASA!Mis PRIMOS los POCHOS me han SACADO un OJO!Se Me ha INFECTADO el OJO en la PISCINA TOXICA!ENCUENTRO un PELO en la ROPA de POCHITO!INTENTAMOS CONQUISTAR A la CHICA mas GUAPA!

Instagram: Chuster_yt
Tiktok: Chustertv

Conviértete en miembro del canal para increibles ventajas!
https://www.youtube.com/channel/UCKEiTu4t6o2Y9hnqOS-GUgw/join

Business📧: hugofdezgomez@gmail.com",2026-05-26T19:27:46Z,24,"['plex', 'yosoyplex', 'divertido', 'reto', 'challenge', 'chuster', 'albertisment', 'amigo', 'amigos', 'alextis', 'gracioso', 'historia', 'aguanta', 'broma', 'bromas', 'mejor', 'cree', 'no', 'globo', 'durmiendo', 'barbacoa', 'mama', 'madre', 'coche', 'roto', 'rompo', 'cristal', 'ventana', 'ventanilla', 'martillo', 'paraguas', 'Mama', 'Madre', 'Broma', 'Engaño', 'pocho', 'pochos', 'engaño', 'engaños', 'siempre', 'primos', 'pueblo', 'pochito', 'ojo', 'ojos', 'sueño', 'realidad', 'Primos', 'Pueblo', 'Primos del pueblo', 'Pocho', 'Pochos', 'Pochito', 'Pochote', 'Ojo', 'Sacado', 'Infectado', 'Piscina', 'Toxica', 'Encuentro', 'Pelo', 'crush', 'guapa', 'chica']",99444,1523,16,PT1M6S,hd,false,7,66,True,6,30,29800000,10506324825,3961,2015-08-30T23:31:46Z,ES,Chuster,2026-06-03T13:52:18.118186+00:00
